test.date,tau,g,sigma
2019-07-19T00:00:00Z,1.9909925229448042,0.9780822677300232,1.3954764354425244
2019-07-22T00:00:00Z,1.995871726201783,0.9576685939151262,1.3825279995958915
2019-07-23T00:00:00Z,1.9894617879753953,0.9621803565257563,1.3835537764931778
2019-07-24T00:00:00Z,1.9885003027392214,0.9202954692075541,1.3527778158769292
2019-07-25T00:00:00Z,1.9917852788023096,0.9122766563857487,1.347983388022318
2019-07-26T00:00:00Z,1.9903788915007756,0.9224355203024833,1.3549893683644156
2019-07-29T00:00:00Z,1.9866553365191326,0.9189824553247824,1.3511851831034982
2019-07-30T00:00:00Z,1.9786788137932885,0.9155505572721355,1.3459496612544666
2019-07-31T00:00:00Z,1.9759202875319493,0.9092833501793698,1.3403997234908824
2019-08-01T00:00:00Z,1.9663388153028993,0.9114467987290615,1.3387356790735514
2019-08-02T00:00:00Z,1.3982520735883088,0.9372387857202736,1.144769005337217
2019-08-05T00:00:00Z,1.3974369456819649,0.9465365346056742,1.1500978757895977
2019-08-06T00:00:00Z,1.391411716142779,0.9215017201608318,1.1323375335462063
2019-08-07T00:00:00Z,1.3890182335172765,0.8343258002484251,1.076519274903592
2019-08-08T00:00:00Z,1.3806429891263678,0.8225992341251168,1.0656997069792045
2019-08-09T00:00:00Z,1.3858814370785577,0.8000839585462264,1.0530059383752521
2019-08-12T00:00:00Z,1.3778857627909897,0.8672522328900003,1.0931488939974403
2019-08-13T00:00:00Z,1.3837203748730178,0.8070555101928942,1.056758796087095
2019-08-14T00:00:00Z,1.376926392536153,0.8410450364835473,1.0761306184872392
2019-08-15T00:00:00Z,1.3725852190527092,0.8240539764822183,1.063524474481477
2019-08-16T00:00:00Z,1.3705201045232651,0.8180290158529062,1.0588320038182586
2019-08-19T00:00:00Z,1.3775459603680624,0.9757354039105949,1.1593620504592772
2019-08-20T00:00:00Z,1.3965327312624618,0.8641124590454383,1.098526892046184
2019-08-21T00:00:00Z,0.9156937152239428,1.1619104159398368,1.0314814906382692
2019-08-22T00:00:00Z,1.0713995628325208,0.7266905774760073,0.8823695184118194
2019-08-23T00:00:00Z,1.3758402833890202,0.9272072807799187,1.129464088826469
2019-08-26T00:00:00Z,1.371012809886148,0.9467896430800968,1.1393246810853992
2019-08-27T00:00:00Z,1.3664642512430007,0.9624759163075494,1.1468168695640193
2019-08-28T00:00:00Z,1.3708968393772278,0.8826963091274022,1.100038899454333
2019-08-29T00:00:00Z,1.3635643992413138,0.9068886427858317,1.112025659496683
2019-08-30T00:00:00Z,1.3595169882461628,0.8881278023257484,1.098828846998287
2019-09-02T00:00:00Z,1.352794567899902,0.9292576090207653,1.1212023214669786
2019-09-03T00:00:00Z,0.99734585923867,0.8624581826584184,0.9274530161905142
2019-09-04T00:00:00Z,0.980375646715925,0.9428696273223857,0.9614397644444436
2019-09-05T00:00:00Z,0.9817600986829953,0.9336297217735207,0.957392504556908
2019-09-06T00:00:00Z,0.9807808218970365,0.9123446055626835,0.9459440216509095
2019-09-09T00:00:00Z,0.9723838632860673,0.9409124563758839,0.9565187344452618
2019-09-10T00:00:00Z,0.9703112676044865,0.9035140743317794,0.9363171934570907
2019-09-11T00:00:00Z,0.9627851922049815,0.9125870436876378,0.9373501438953206
2019-09-12T00:00:00Z,0.9563938896473487,0.9087571429682243,0.9322713010214311
2019-09-16T00:00:00Z,0.9522875985141358,0.8594966814505389,0.9047032832423031
2019-09-17T00:00:00Z,0.945604581547203,1.0097297975955795,0.9771413013127169
2019-09-18T00:00:00Z,0.9522374439866956,0.8718422042134968,0.9111535502317855
2019-09-19T00:00:00Z,0.9455926092395266,0.8288522132801458,0.8853002468256347
2019-09-20T00:00:00Z,0.8751967373250351,0.8432537420735351,0.8590767857414636
2019-09-23T00:00:00Z,0.8593185537700169,0.9030695773137276,0.8809224955300738
2019-09-24T00:00:00Z,0.8591351009646435,0.8340459899166155,0.8464975993800381
2019-09-25T00:00:00Z,0.8438893811706684,0.8581495832141681,0.8509896125867056
2019-09-26T00:00:00Z,0.837447907222537,0.8523835328911625,0.8448827171688723
2019-09-27T00:00:00Z,0.8341996000508378,0.7628549727137695,0.7977301004316054
2019-09-30T00:00:00Z,0.8115040202356915,0.8018665189184957,0.8066708769967826
2019-10-08T00:00:00Z,0.8064421972231703,0.7375730683065144,0.7712392921900058
2019-10-09T00:00:00Z,2.197806823062956,0.6928482964906735,1.2339962371801416
2019-10-10T00:00:00Z,1.906875623035438,0.7292958182633321,1.1792694424210401
2019-10-11T00:00:00Z,2.0349180490447516,0.7038853779824217,1.1968078626559557
2019-10-14T00:00:00Z,1.7214971661451528,0.8821371685805267,1.2323135298545924
2019-10-15T00:00:00Z,2.2453560785822844,0.7788856397915584,1.322450606195342
2019-10-16T00:00:00Z,2.2186335875898293,0.8703833833914876,1.3896264996294616
2019-10-17T00:00:00Z,1.7185217863710023,0.9834969918007955,1.3000619243866849
2019-10-18T00:00:00Z,1.6366091624913308,1.0076977915985303,1.2842147167636861
2019-10-21T00:00:00Z,2.175622916096315,0.8397546211978355,1.3516617172117404
2019-10-22T00:00:00Z,1.620337411654318,0.7893765306417972,1.1309537234037454
2019-10-23T00:00:00Z,1.65502584723573,0.7819865457068552,1.137632605604916
2019-10-24T00:00:00Z,1.679250046842767,0.819344816190207,1.1729811682067974
2019-10-25T00:00:00Z,1.5718152940559513,0.7617329839313474,1.0942136693215672
2019-10-28T00:00:00Z,3.4568113561712326,0.21704191614309193,0.8661829832596601
2019-10-29T00:00:00Z,2.8412385813710275,0.28121319827625046,0.893864524708987
